Name,Average.coverage,Reference.length
k121_1708036_69,23.108,3180
k121_15532_6,7.315,3180
k121_686909_81,22.306,3165
k121_1643710_7,5.030,3111
k121_64041_9,15.203,3054
k121_466249_1,25.005,2379
k121_357241_1,28.195,2232
k121_764851_3,7.418,2001
k121_1229424_2,0.040,1974
k121_580500_2,0.210,1920
k121_1049150_7,0.122,1920
k121_566136_4,2.609,1644
k121_1638165_15,0.945,1527
k121_1246460_4,2.921,1491
k121_302252_1,33.034,1326
k121_118679_6,0.736,1305
k121_1488741_1,40.837,1296
k121_731759_3,0.000,1239
k121_1365491_2,0.000,1218
k121_724130_3,0.217,1215
k121_1299587_5,1.884,1188
k121_1655639_2,2.048,1176
k121_965840_2,1.276,1176
k121_1643710_6,0.000,1170
k121_1423813_2,0.661,1167
k121_68825_2,2.552,1068
k121_1273179_10,31.135,1062
k121_1057301_2,9.604,1008
k121_1046017_2,0.580,1005
k121_1259309_2,29.163,981
k121_365816_2,0.000,966
k121_77453_2,0.000,942
k121_401236_1,1.490,930
k121_1589252_3,12.469,927
k121_997836_1,0.357,915
k121_671215_2,0.649,906
k121_500579_3,151.418,897
k121_1809809_1,0.000,891
k121_858589_5,0.900,888
k121_538461_3,6.420,885
k121_736202_1,7.280,885
k121_79954_69,10.322,882
k121_1519353_3,6.056,882
k121_58970_1,0.909,882
k121_1762969_1,11.366,876
k121_252136_5,1.541,876
k121_255520_3,0.000,870
k121_50166_2,6.922,870
k121_1686166_1,0.000,867
k121_660679_2,1.215,864
k121_1269806_2,0.119,852
k121_185419_2,6.135,852
k121_790124_1,3.079,849
k121_895379_1,3.529,849
k121_495553_2,1.769,849
k121_1494871_1,0.498,843
k121_1704035_1,12.028,831
k121_981513_1,35.914,834
k121_115983_6,6.359,828
k121_670656_5,0.000,825
k121_255479_3,5.912,825
k121_893075_2,0.000,825
k121_724130_4,2.345,822
k121_1330000_1,2.648,822
k121_1085118_2,0.000,819
k121_270992_7,10.276,816
k121_1292698_3,1.467,816
k121_178939_6,5.511,816
k121_1325277_1,0.000,804
k121_790052_6,0.000,804
k121_210290_1,1.514,798
k121_205890_1,0.000,783
k121_1602733_1,0.000,777
k121_667899_1,0.000,771
k121_816922_1,0.391,768
k121_50545_1,15.420,762
k121_797356_1,0.000,744
k121_780262_2,0.120,741
k121_109860_2,1.164,738
k121_1272857_1,51.504,732
k121_40257_1,1.584,723
k121_339048_1,25.318,714
k121_1082478_2,4.649,699
k121_238593_1,3.175,696
k121_1294233_4,4.620,681
k121_942206_1,0.121,675
k121_370213_1,3.173,654
k121_1290865_1,4.575,642
k121_42076_1,0.565,639
k121_900900_5,0.491,633
k121_1288254_1,4.393,621
k121_611494_1,5.338,621
k121_479849_1,5.556,606
k121_1282450_2,4.313,597
k121_1092380_2,2.626,597
k121_401896_1,0.777,534
k121_1956670_1,2.851,525
k121_438003_1,12.380,474
k121_1788674_3,2.043,465
k121_796109_1,36.081,360
k121_906279_2,0.000,357
k121_1361241_2,10.596,324
