Name,Average.coverage,Reference.length
k121_1708036_69,7.583,3180
k121_15532_6,6.407,3180
k121_686909_81,10.691,3165
k121_1643710_7,5.331,3111
k121_64041_9,5.702,3054
k121_466249_1,8.652,2379
k121_357241_1,9.021,2232
k121_764851_3,0.346,2001
k121_1229424_2,9.324,1974
k121_580500_2,11.695,1920
k121_1049150_7,5.777,1920
k121_566136_4,1.078,1644
k121_1638165_15,1.296,1527
k121_1246460_4,0.853,1491
k121_302252_1,9.449,1326
k121_118679_6,1.601,1305
k121_1488741_1,0.272,1296
k121_731759_3,0.684,1239
k121_1365491_2,1.376,1218
k121_724130_3,15.886,1215
k121_1299587_5,8.848,1188
k121_1655639_2,0.255,1176
k121_965840_2,10.640,1176
k121_1643710_6,0.000,1170
k121_1423813_2,4.165,1167
k121_68825_2,5.186,1068
k121_1273179_10,0.282,1062
k121_1057301_2,1.976,1008
k121_1046017_2,0.299,1005
k121_1259309_2,12.624,981
k121_365816_2,6.942,966
k121_77453_2,0.524,942
k121_401236_1,1.305,930
k121_1589252_3,0.000,927
k121_997836_1,0.000,915
k121_671215_2,0.000,906
k121_500579_3,17.446,897
k121_1809809_1,1.347,891
k121_858589_5,1.696,888
k121_538461_3,4.695,885
k121_736202_1,6.756,885
k121_79954_69,5.795,882
k121_1519353_3,6.807,882
k121_58970_1,9.187,882
k121_1762969_1,7.483,876
k121_252136_5,0.401,876
k121_255520_3,3.053,870
k121_50166_2,0.000,870
k121_1686166_1,4.008,867
k121_660679_2,0.312,864
k121_1269806_2,0.000,852
k121_185419_2,9.721,852
k121_790124_1,6.933,849
k121_895379_1,20.510,849
k121_495553_2,3.020,849
k121_1494871_1,3.909,843
k121_1704035_1,2.239,831
k121_981513_1,16.718,834
k121_115983_6,0.620,828
k121_670656_5,0.000,825
k121_255479_3,4.185,825
k121_893075_2,0.000,825
k121_724130_4,17.214,822
k121_1330000_1,4.898,822
k121_1085118_2,0.733,819
k121_270992_7,0.689,816
k121_1292698_3,4.197,816
k121_178939_6,2.667,816
k121_1325277_1,2.167,804
k121_790052_6,0.000,804
k121_210290_1,3.716,798
k121_205890_1,0.651,783
k121_1602733_1,0.625,777
k121_667899_1,0.891,771
k121_816922_1,6.316,768
k121_50545_1,0.394,762
k121_797356_1,0.805,744
k121_780262_2,0.000,741
k121_109860_2,0.535,738
k121_1272857_1,16.210,732
k121_40257_1,0.000,723
k121_339048_1,12.952,714
k121_1082478_2,4.567,699
k121_238593_1,2.529,696
k121_1294233_4,2.300,681
k121_942206_1,0.890,675
k121_370213_1,3.431,654
k121_1290865_1,4.285,642
k121_42076_1,0.413,639
k121_900900_5,5.804,633
k121_1288254_1,2.597,621
k121_611494_1,4.316,621
k121_479849_1,1.513,606
k121_1282450_2,0.000,597
k121_1092380_2,2.060,597
k121_401896_1,2.970,534
k121_1956670_1,2.124,525
k121_438003_1,0.000,474
k121_1788674_3,0.796,465
k121_796109_1,6.064,360
k121_906279_2,0.000,357
k121_1361241_2,3.173,324
