Name,Average.coverage,Reference.length
k121_1708036_69,4.219,3180
k121_15532_6,2.758,3180
k121_686909_81,3.918,3165
k121_1643710_7,1.502,3111
k121_64041_9,4.130,3054
k121_466249_1,3.742,2379
k121_357241_1,4.495,2232
k121_764851_3,0.841,2001
k121_1229424_2,0.419,1974
k121_580500_2,3.115,1920
k121_1049150_7,1.215,1920
k121_566136_4,0.476,1644
k121_1638165_15,0.097,1527
k121_1246460_4,0.642,1491
k121_302252_1,2.873,1326
k121_118679_6,0.000,1305
k121_1488741_1,0.069,1296
k121_731759_3,0.932,1239
k121_1365491_2,0.616,1218
k121_724130_3,0.476,1215
k121_1299587_5,2.766,1188
k121_1655639_2,0.296,1176
k121_965840_2,0.123,1176
k121_1643710_6,0.000,1170
k121_1423813_2,2.504,1167
k121_68825_2,9.032,1068
k121_1273179_10,0.812,1062
k121_1057301_2,11.771,1008
k121_1046017_2,0.707,1005
k121_1259309_2,11.358,981
k121_365816_2,0.155,966
k121_77453_2,0.476,942
k121_401236_1,0.125,930
k121_1589252_3,0.000,927
k121_997836_1,2.295,915
k121_671215_2,7.198,906
k121_500579_3,21.936,897
k121_1809809_1,0.000,891
k121_858589_5,45.294,888
k121_538461_3,4.130,885
k121_736202_1,1.299,885
k121_79954_69,1.934,882
k121_1519353_3,2.355,882
k121_58970_1,2.420,882
k121_1762969_1,14.394,876
k121_252136_5,223.421,876
k121_255520_3,0.223,870
k121_50166_2,0.090,870
k121_1686166_1,0.464,867
k121_660679_2,2.604,864
k121_1269806_2,0.418,852
k121_185419_2,1.751,852
k121_790124_1,0.146,849
k121_895379_1,9.651,849
k121_495553_2,0.561,849
k121_1494871_1,0.464,843
k121_1704035_1,0.576,831
k121_981513_1,6.088,834
k121_115983_6,0.362,828
k121_670656_5,10.212,825
k121_255479_3,6.612,825
k121_893075_2,0.000,825
k121_724130_4,0.180,822
k121_1330000_1,4.392,822
k121_1085118_2,0.000,819
k121_270992_7,0.000,816
k121_1292698_3,2.376,816
k121_178939_6,1.531,816
k121_1325277_1,0.000,804
k121_790052_6,0.336,804
k121_210290_1,0.376,798
k121_205890_1,1.693,783
k121_1602733_1,1.088,777
k121_667899_1,0.490,771
k121_816922_1,6.379,768
k121_50545_1,0.000,762
k121_797356_1,0.392,744
k121_780262_2,13.767,741
k121_109860_2,0.393,738
k121_1272857_1,5.740,732
k121_40257_1,0.000,723
k121_339048_1,6.532,714
k121_1082478_2,2.554,699
k121_238593_1,0.000,696
k121_1294233_4,2.441,681
k121_942206_1,0.871,675
k121_370213_1,0.795,654
k121_1290865_1,1.271,642
k121_42076_1,0.000,639
k121_900900_5,0.641,633
k121_1288254_1,3.374,621
k121_611494_1,4.356,621
k121_479849_1,0.000,606
k121_1282450_2,0.000,597
k121_1092380_2,0.000,597
k121_401896_1,0.000,534
k121_1956670_1,2.008,525
k121_438003_1,0.000,474
k121_1788674_3,0.237,465
k121_796109_1,14.933,360
k121_906279_2,1.885,357
k121_1361241_2,2.065,324
