Name,Average.coverage,Reference.length
k121_1708036_69,6.308,3180
k121_15532_6,2.947,3180
k121_686909_81,5.353,3165
k121_1643710_7,1.881,3111
k121_64041_9,4.729,3054
k121_466249_1,5.937,2379
k121_357241_1,5.916,2232
k121_764851_3,1.431,2001
k121_1229424_2,0.479,1974
k121_580500_2,2.048,1920
k121_1049150_7,2.777,1920
k121_566136_4,0.523,1644
k121_1638165_15,0.090,1527
k121_1246460_4,0.632,1491
k121_302252_1,4.603,1326
k121_118679_6,0.000,1305
k121_1488741_1,0.464,1296
k121_731759_3,0.726,1239
k121_1365491_2,1.460,1218
k121_724130_3,0.304,1215
k121_1299587_5,2.636,1188
k121_1655639_2,0.474,1176
k121_965840_2,0.102,1176
k121_1643710_6,0.000,1170
k121_1423813_2,1.673,1167
k121_68825_2,8.065,1068
k121_1273179_10,0.118,1062
k121_1057301_2,4.856,1008
k121_1046017_2,0.000,1005
k121_1259309_2,14.489,981
k121_365816_2,0.000,966
k121_77453_2,0.000,942
k121_401236_1,0.205,930
k121_1589252_3,0.085,927
k121_997836_1,2.596,915
k121_671215_2,7.267,906
k121_500579_3,24.905,897
k121_1809809_1,0.000,891
k121_858589_5,38.703,888
k121_538461_3,3.374,885
k121_736202_1,3.147,885
k121_79954_69,3.308,882
k121_1519353_3,2.914,882
k121_58970_1,6.516,882
k121_1762969_1,14.547,876
k121_252136_5,316.030,876
k121_255520_3,0.115,870
k121_50166_2,0.149,870
k121_1686166_1,1.247,867
k121_660679_2,1.877,864
k121_1269806_2,0.352,852
k121_185419_2,2.576,852
k121_790124_1,1.218,849
k121_895379_1,21.873,849
k121_495553_2,1.200,849
k121_1494871_1,1.208,843
k121_1704035_1,0.854,831
k121_981513_1,10.827,834
k121_115983_6,0.000,828
k121_670656_5,4.688,825
k121_255479_3,11.331,825
k121_893075_2,0.495,825
k121_724130_4,0.108,822
k121_1330000_1,3.386,822
k121_1085118_2,0.000,819
k121_270992_7,0.409,816
k121_1292698_3,2.752,816
k121_178939_6,1.556,816
k121_1325277_1,0.000,804
k121_790052_6,0.698,804
k121_210290_1,0.752,798
k121_205890_1,1.856,783
k121_1602733_1,2.703,777
k121_667899_1,0.349,771
k121_816922_1,12.421,768
k121_50545_1,1.841,762
k121_797356_1,0.362,744
k121_780262_2,2.101,741
k121_109860_2,0.908,738
k121_1272857_1,6.529,732
k121_40257_1,0.000,723
k121_339048_1,6.265,714
k121_1082478_2,1.458,699
k121_238593_1,1.769,696
k121_1294233_4,0.971,681
k121_942206_1,1.212,675
k121_370213_1,2.225,654
k121_1290865_1,2.397,642
k121_42076_1,0.000,639
k121_900900_5,0.171,633
k121_1288254_1,2.480,621
k121_611494_1,5.934,621
k121_479849_1,0.355,606
k121_1282450_2,0.000,597
k121_1092380_2,0.000,597
k121_401896_1,0.843,534
k121_1956670_1,2.933,525
k121_438003_1,0.000,474
k121_1788674_3,0.000,465
k121_796109_1,11.092,360
k121_906279_2,1.261,357
k121_1361241_2,1.877,324
