Name,Average.coverage,Reference.length
k121_1708036_69,10.415,3180
k121_15532_6,35.191,3180
k121_686909_81,12.545,3165
k121_1643710_7,5.207,3111
k121_64041_9,6.528,3054
k121_466249_1,9.499,2379
k121_357241_1,11.350,2232
k121_764851_3,0.622,2001
k121_1229424_2,15.335,1974
k121_580500_2,18.388,1920
k121_1049150_7,13.149,1920
k121_566136_4,1.563,1644
k121_1638165_15,4.473,1527
k121_1246460_4,6.731,1491
k121_302252_1,9.644,1326
k121_118679_6,82.791,1305
k121_1488741_1,0.136,1296
k121_731759_3,1.937,1239
k121_1365491_2,4.270,1218
k121_724130_3,1.283,1215
k121_1299587_5,44.981,1188
k121_1655639_2,0.245,1176
k121_965840_2,0.793,1176
k121_1643710_6,0.385,1170
k121_1423813_2,5.339,1167
k121_68825_2,7.866,1068
k121_1273179_10,0.702,1062
k121_1057301_2,1.416,1008
k121_1046017_2,5.152,1005
k121_1259309_2,14.265,981
k121_365816_2,3.429,966
k121_77453_2,5.213,942
k121_401236_1,2.258,930
k121_1589252_3,0.000,927
k121_997836_1,0.190,915
k121_671215_2,0.075,906
k121_500579_3,7.969,897
k121_1809809_1,3.490,891
k121_858589_5,1.623,888
k121_538461_3,3.733,885
k121_736202_1,17.432,885
k121_79954_69,5.966,882
k121_1519353_3,9.473,882
k121_58970_1,6.337,882
k121_1762969_1,9.317,876
k121_252136_5,2.912,876
k121_255520_3,5.893,870
k121_50166_2,0.287,870
k121_1686166_1,2.175,867
k121_660679_2,0.684,864
k121_1269806_2,0.000,852
k121_185419_2,11.451,852
k121_790124_1,4.759,849
k121_895379_1,12.097,849
k121_495553_2,2.134,849
k121_1494871_1,11.696,843
k121_1704035_1,1.629,831
k121_981513_1,10.252,834
k121_115983_6,5.065,828
k121_670656_5,0.000,825
k121_255479_3,4.160,825
k121_893075_2,2.478,825
k121_724130_4,0.901,822
k121_1330000_1,7.698,822
k121_1085118_2,2.161,819
k121_270992_7,0.892,816
k121_1292698_3,6.624,816
k121_178939_6,3.070,816
k121_1325277_1,3.062,804
k121_790052_6,0.000,804
k121_210290_1,21.341,798
k121_205890_1,1.203,783
k121_1602733_1,3.995,777
k121_667899_1,20.332,771
k121_816922_1,16.268,768
k121_50545_1,0.328,762
k121_797356_1,6.647,744
k121_780262_2,0.000,741
k121_109860_2,0.652,738
k121_1272857_1,13.331,732
k121_40257_1,1.975,723
k121_339048_1,14.880,714
k121_1082478_2,4.618,699
k121_238593_1,1.237,696
k121_1294233_4,5.320,681
k121_942206_1,1.384,675
k121_370213_1,1.141,654
k121_1290865_1,2.259,642
k121_42076_1,0.847,639
k121_900900_5,12.444,633
k121_1288254_1,4.710,621
k121_611494_1,3.026,621
k121_479849_1,8.422,606
k121_1282450_2,100.012,597
k121_1092380_2,11.126,597
k121_401896_1,1.919,534
k121_1956670_1,0.945,525
k121_438003_1,0.633,474
k121_1788674_3,3.258,465
k121_796109_1,8.117,360
k121_906279_2,0.000,357
k121_1361241_2,144.843,324
