Name,Average.coverage,Reference.length
k121_1708036_69,12.278,3180
k121_15532_6,3.966,3180
k121_686909_81,8.023,3165
k121_1643710_7,4.471,3111
k121_64041_9,8.703,3054
k121_466249_1,18.503,2379
k121_357241_1,13.047,2232
k121_764851_3,4.297,2001
k121_1229424_2,0.536,1974
k121_580500_2,0.348,1920
k121_1049150_7,0.226,1920
k121_566136_4,1.007,1644
k121_1638165_15,0.736,1527
k121_1246460_4,1.205,1491
k121_302252_1,13.823,1326
k121_118679_6,0.539,1305
k121_1488741_1,12.525,1296
k121_731759_3,0.000,1239
k121_1365491_2,0.000,1218
k121_724130_3,0.000,1215
k121_1299587_5,4.860,1188
k121_1655639_2,0.621,1176
k121_965840_2,0.248,1176
k121_1643710_6,0.000,1170
k121_1423813_2,1.105,1167
k121_68825_2,8.957,1068
k121_1273179_10,10.577,1062
k121_1057301_2,6.417,1008
k121_1046017_2,1.146,1005
k121_1259309_2,54.320,981
k121_365816_2,0.000,966
k121_77453_2,0.000,942
k121_401236_1,0.419,930
k121_1589252_3,0.000,927
k121_997836_1,0.984,915
k121_671215_2,0.083,906
k121_500579_3,156.210,897
k121_1809809_1,0.000,891
k121_858589_5,1.842,888
k121_538461_3,2.802,885
k121_736202_1,2.847,885
k121_79954_69,3.264,882
k121_1519353_3,4.103,882
k121_58970_1,3.137,882
k121_1762969_1,3.345,876
k121_252136_5,3.581,876
k121_255520_3,0.110,870
k121_50166_2,0.345,870
k121_1686166_1,0.000,867
k121_660679_2,1.733,864
k121_1269806_2,0.000,852
k121_185419_2,4.167,852
k121_790124_1,1.221,849
k121_895379_1,3.755,849
k121_495553_2,2.541,849
k121_1494871_1,1.068,843
k121_1704035_1,3.913,831
k121_981513_1,30.164,834
k121_115983_6,1.248,828
k121_670656_5,0.227,825
k121_255479_3,3.550,825
k121_893075_2,0.000,825
k121_724130_4,0.539,822
k121_1330000_1,18.905,822
k121_1085118_2,0.000,819
k121_270992_7,1.712,816
k121_1292698_3,0.866,816
k121_178939_6,1.700,816
k121_1325277_1,0.000,804
k121_790052_6,0.000,804
k121_210290_1,0.554,798
k121_205890_1,13.558,783
k121_1602733_1,0.300,777
k121_667899_1,2.415,771
k121_816922_1,0.000,768
k121_50545_1,1.891,762
k121_797356_1,0.000,744
k121_780262_2,0.000,741
k121_109860_2,7.896,738
k121_1272857_1,13.303,732
k121_40257_1,0.206,723
k121_339048_1,12.279,714
k121_1082478_2,3.255,699
k121_238593_1,0.647,696
k121_1294233_4,5.320,681
k121_942206_1,0.000,675
k121_370213_1,2.365,654
k121_1290865_1,4.095,642
k121_42076_1,1.441,639
k121_900900_5,1.556,633
k121_1288254_1,1.093,621
k121_611494_1,3.741,621
k121_479849_1,0.909,606
k121_1282450_2,0.000,597
k121_1092380_2,1.889,597
k121_401896_1,0.152,534
k121_1956670_1,1.314,525
k121_438003_1,1.148,474
k121_1788674_3,2.344,465
k121_796109_1,14.508,360
k121_906279_2,0.000,357
k121_1361241_2,4.201,324
