Name,Average.coverage,Reference.length
k121_1708036_69,6.057,3180
k121_15532_6,2.237,3180
k121_686909_81,4.533,3165
k121_1643710_7,1.904,3111
k121_64041_9,4.463,3054
k121_466249_1,7.608,2379
k121_357241_1,7.519,2232
k121_764851_3,0.703,2001
k121_1229424_2,0.394,1974
k121_580500_2,0.878,1920
k121_1049150_7,0.286,1920
k121_566136_4,1.652,1644
k121_1638165_15,0.319,1527
k121_1246460_4,0.268,1491
k121_302252_1,5.538,1326
k121_118679_6,0.369,1305
k121_1488741_1,0.143,1296
k121_731759_3,0.000,1239
k121_1365491_2,0.000,1218
k121_724130_3,0.000,1215
k121_1299587_5,0.125,1188
k121_1655639_2,0.601,1176
k121_965840_2,0.000,1176
k121_1643710_6,0.205,1170
k121_1423813_2,1.285,1167
k121_68825_2,4.412,1068
k121_1273179_10,0.122,1062
k121_1057301_2,10.873,1008
k121_1046017_2,2.834,1005
k121_1259309_2,4.692,981
k121_365816_2,0.000,966
k121_77453_2,0.000,942
k121_401236_1,0.495,930
k121_1589252_3,0.000,927
k121_997836_1,7.330,915
k121_671215_2,7.256,906
k121_500579_3,17.203,897
k121_1809809_1,0.000,891
k121_858589_5,9.560,888
k121_538461_3,5.134,885
k121_736202_1,2.209,885
k121_79954_69,24.876,882
k121_1519353_3,1.501,882
k121_58970_1,0.455,882
k121_1762969_1,4.860,876
k121_252136_5,2.526,876
k121_255520_3,0.000,870
k121_50166_2,0.000,870
k121_1686166_1,0.000,867
k121_660679_2,2.469,864
k121_1269806_2,0.068,852
k121_185419_2,1.231,852
k121_790124_1,0.261,849
k121_895379_1,4.621,849
k121_495553_2,0.982,849
k121_1494871_1,0.000,843
k121_1704035_1,0.965,831
k121_981513_1,12.174,834
k121_115983_6,26.350,828
k121_670656_5,0.364,825
k121_255479_3,3.109,825
k121_893075_2,0.000,825
k121_724130_4,0.000,822
k121_1330000_1,3.102,822
k121_1085118_2,0.000,819
k121_270992_7,21.319,816
k121_1292698_3,2.947,816
k121_178939_6,1.803,816
k121_1325277_1,0.000,804
k121_790052_6,0.000,804
k121_210290_1,0.185,798
k121_205890_1,0.000,783
k121_1602733_1,0.386,777
k121_667899_1,0.265,771
k121_816922_1,2.539,768
k121_50545_1,2.661,762
k121_797356_1,0.000,744
k121_780262_2,0.000,741
k121_109860_2,0.195,738
k121_1272857_1,10.917,732
k121_40257_1,0.415,723
k121_339048_1,7.464,714
k121_1082478_2,5.575,699
k121_238593_1,2.102,696
k121_1294233_4,1.006,681
k121_942206_1,0.000,675
k121_370213_1,1.047,654
k121_1290865_1,0.821,642
k121_42076_1,1.059,639
k121_900900_5,0.000,633
k121_1288254_1,2.667,621
k121_611494_1,3.699,621
k121_479849_1,0.000,606
k121_1282450_2,0.000,597
k121_1092380_2,0.000,597
k121_401896_1,0.509,534
k121_1956670_1,1.920,525
k121_438003_1,0.582,474
k121_1788674_3,0.865,465
k121_796109_1,17.736,360
k121_906279_2,0.681,357
k121_1361241_2,1.272,324
