Name,Average.coverage,Reference.length
k121_1708036_69,23.142,3180
k121_15532_6,30.820,3180
k121_686909_81,20.771,3165
k121_1643710_7,8.517,3111
k121_64041_9,49.570,3054
k121_466249_1,23.369,2379
k121_357241_1,23.865,2232
k121_764851_3,1.647,2001
k121_1229424_2,0.045,1974
k121_580500_2,0.297,1920
k121_1049150_7,0.060,1920
k121_566136_4,1.925,1644
k121_1638165_15,3.672,1527
k121_1246460_4,4.660,1491
k121_302252_1,23.320,1326
k121_118679_6,1.048,1305
k121_1488741_1,0.494,1296
k121_731759_3,0.000,1239
k121_1365491_2,0.000,1218
k121_724130_3,0.000,1215
k121_1299587_5,7.562,1188
k121_1655639_2,0.000,1176
k121_965840_2,0.129,1176
k121_1643710_6,0.685,1170
k121_1423813_2,0.000,1167
k121_68825_2,4.469,1068
k121_1273179_10,1.552,1062
k121_1057301_2,3.644,1008
k121_1046017_2,2.909,1005
k121_1259309_2,28.582,981
k121_365816_2,0.000,966
k121_77453_2,3.709,942
k121_401236_1,8.077,930
k121_1589252_3,0.000,927
k121_997836_1,0.123,915
k121_671215_2,0.843,906
k121_500579_3,19.819,897
k121_1809809_1,0.000,891
k121_858589_5,1.007,888
k121_538461_3,8.640,885
k121_736202_1,65.846,885
k121_79954_69,8.856,882
k121_1519353_3,27.963,882
k121_58970_1,1.997,882
k121_1762969_1,14.813,876
k121_252136_5,15.152,876
k121_255520_3,0.064,870
k121_50166_2,2.185,870
k121_1686166_1,0.000,867
k121_660679_2,0.347,864
k121_1269806_2,0.802,852
k121_185419_2,11.237,852
k121_790124_1,3.245,849
k121_895379_1,25.170,849
k121_495553_2,3.634,849
k121_1494871_1,1.898,843
k121_1704035_1,9.696,831
k121_981513_1,4.536,834
k121_115983_6,0.348,828
k121_670656_5,0.000,825
k121_255479_3,3.315,825
k121_893075_2,5.004,825
k121_724130_4,0.148,822
k121_1330000_1,0.000,822
k121_1085118_2,0.000,819
k121_270992_7,1.048,816
k121_1292698_3,8.479,816
k121_178939_6,1.598,816
k121_1325277_1,0.000,804
k121_790052_6,0.000,804
k121_210290_1,63.540,798
k121_205890_1,7.264,783
k121_1602733_1,0.000,777
k121_667899_1,246.118,771
k121_816922_1,0.391,768
k121_50545_1,3.476,762
k121_797356_1,2.112,744
k121_780262_2,0.000,741
k121_109860_2,0.333,738
k121_1272857_1,24.268,732
k121_40257_1,28.407,723
k121_339048_1,21.889,714
k121_1082478_2,9.323,699
k121_238593_1,5.757,696
k121_1294233_4,4.192,681
k121_942206_1,0.639,675
k121_370213_1,1.413,654
k121_1290865_1,4.438,642
k121_42076_1,0.228,639
k121_900900_5,377.845,633
k121_1288254_1,7.681,621
k121_611494_1,8.928,621
k121_479849_1,3.238,606
k121_1282450_2,1.521,597
k121_1092380_2,0.481,597
k121_401896_1,0.582,534
k121_1956670_1,5.160,525
k121_438003_1,9.025,474
k121_1788674_3,0.000,465
k121_796109_1,14.078,360
k121_906279_2,0.000,357
k121_1361241_2,4.719,324
