Name,Average.coverage,Reference.length
k121_1708036_69,12.359,3180
k121_15532_6,11.663,3180
k121_686909_81,11.023,3165
k121_1643710_7,5.636,3111
k121_64041_9,33.001,3054
k121_466249_1,14.895,2379
k121_357241_1,13.058,2232
k121_764851_3,3.113,2001
k121_1229424_2,0.370,1974
k121_580500_2,0.670,1920
k121_1049150_7,0.772,1920
k121_566136_4,1.272,1644
k121_1638165_15,2.394,1527
k121_1246460_4,0.702,1491
k121_302252_1,12.686,1326
k121_118679_6,0.000,1305
k121_1488741_1,5.269,1296
k121_731759_3,0.000,1239
k121_1365491_2,0.000,1218
k121_724130_3,0.000,1215
k121_1299587_5,131.916,1188
k121_1655639_2,0.000,1176
k121_965840_2,0.371,1176
k121_1643710_6,0.681,1170
k121_1423813_2,0.257,1167
k121_68825_2,14.918,1068
k121_1273179_10,3.202,1062
k121_1057301_2,19.818,1008
k121_1046017_2,1.980,1005
k121_1259309_2,76.529,981
k121_365816_2,0.000,966
k121_77453_2,1.561,942
k121_401236_1,1.082,930
k121_1589252_3,0.000,927
k121_997836_1,0.161,915
k121_671215_2,0.075,906
k121_500579_3,257.813,897
k121_1809809_1,0.000,891
k121_858589_5,2.829,888
k121_538461_3,4.344,885
k121_736202_1,8.958,885
k121_79954_69,4.887,882
k121_1519353_3,5.670,882
k121_58970_1,2.380,882
k121_1762969_1,6.099,876
k121_252136_5,130.276,876
k121_255520_3,0.746,870
k121_50166_2,0.757,870
k121_1686166_1,0.000,867
k121_660679_2,0.150,864
k121_1269806_2,1.678,852
k121_185419_2,2.500,852
k121_790124_1,2.519,849
k121_895379_1,2.025,849
k121_495553_2,5.869,849
k121_1494871_1,1.432,843
k121_1704035_1,4.941,831
k121_981513_1,27.324,834
k121_115983_6,3.080,828
k121_670656_5,0.364,825
k121_255479_3,4.007,825
k121_893075_2,3.011,825
k121_724130_4,0.810,822
k121_1330000_1,2.758,822
k121_1085118_2,0.000,819
k121_270992_7,1.373,816
k121_1292698_3,2.118,816
k121_178939_6,1.859,816
k121_1325277_1,0.000,804
k121_790052_6,0.746,804
k121_210290_1,20.387,798
k121_205890_1,15.170,783
k121_1602733_1,0.000,777
k121_667899_1,45.949,771
k121_816922_1,0.000,768
k121_50545_1,0.000,762
k121_797356_1,2.726,744
k121_780262_2,0.000,741
k121_109860_2,1.738,738
k121_1272857_1,18.286,732
k121_40257_1,0.610,723
k121_339048_1,13.473,714
k121_1082478_2,4.385,699
k121_238593_1,1.851,696
k121_1294233_4,10.584,681
k121_942206_1,0.166,675
k121_370213_1,4.726,654
k121_1290865_1,4.832,642
k121_42076_1,0.000,639
k121_900900_5,60.716,633
k121_1288254_1,2.229,621
k121_611494_1,2.493,621
k121_479849_1,1.619,606
k121_1282450_2,3.089,597
k121_1092380_2,1.345,597
k121_401896_1,0.071,534
k121_1956670_1,2.522,525
k121_438003_1,1.335,474
k121_1788674_3,0.000,465
k121_796109_1,61.803,360
k121_906279_2,0.000,357
k121_1361241_2,2.475,324
