Name,Average.coverage,Reference.length
k121_1708036_69,6.655,3180
k121_15532_6,3.041,3180
k121_686909_81,6.178,3165
k121_1643710_7,1.707,3111
k121_64041_9,4.402,3054
k121_466249_1,4.920,2379
k121_357241_1,4.354,2232
k121_764851_3,0.823,2001
k121_1229424_2,0.299,1974
k121_580500_2,2.468,1920
k121_1049150_7,1.573,1920
k121_566136_4,0.748,1644
k121_1638165_15,0.095,1527
k121_1246460_4,0.351,1491
k121_302252_1,3.627,1326
k121_118679_6,0.690,1305
k121_1488741_1,0.347,1296
k121_731759_3,0.484,1239
k121_1365491_2,0.921,1218
k121_724130_3,0.000,1215
k121_1299587_5,4.076,1188
k121_1655639_2,0.605,1176
k121_965840_2,0.202,1176
k121_1643710_6,0.000,1170
k121_1423813_2,1.799,1167
k121_68825_2,5.515,1068
k121_1273179_10,0.297,1062
k121_1057301_2,2.833,1008
k121_1046017_2,0.290,1005
k121_1259309_2,12.614,981
k121_365816_2,0.000,966
k121_77453_2,0.000,942
k121_401236_1,0.644,930
k121_1589252_3,0.000,927
k121_997836_1,4.763,915
k121_671215_2,7.279,906
k121_500579_3,24.122,897
k121_1809809_1,0.000,891
k121_858589_5,47.464,888
k121_538461_3,4.459,885
k121_736202_1,3.085,885
k121_79954_69,2.178,882
k121_1519353_3,3.080,882
k121_58970_1,5.193,882
k121_1762969_1,13.439,876
k121_252136_5,253.460,876
k121_255520_3,0.300,870
k121_50166_2,0.348,870
k121_1686166_1,0.897,867
k121_660679_2,1.316,864
k121_1269806_2,0.000,852
k121_185419_2,0.651,852
k121_790124_1,0.197,849
k121_895379_1,9.066,849
k121_495553_2,1.276,849
k121_1494871_1,2.160,843
k121_1704035_1,0.799,831
k121_981513_1,7.475,834
k121_115983_6,0.000,828
k121_670656_5,7.293,825
k121_255479_3,7.941,825
k121_893075_2,0.000,825
k121_724130_4,0.476,822
k121_1330000_1,5.550,822
k121_1085118_2,0.000,819
k121_270992_7,0.159,816
k121_1292698_3,1.838,816
k121_178939_6,2.926,816
k121_1325277_1,0.142,804
k121_790052_6,1.113,804
k121_210290_1,1.107,798
k121_205890_1,0.766,783
k121_1602733_1,4.824,777
k121_667899_1,0.131,771
k121_816922_1,5.478,768
k121_50545_1,0.787,762
k121_797356_1,0.000,744
k121_780262_2,2.494,741
k121_109860_2,0.519,738
k121_1272857_1,4.273,732
k121_40257_1,0.000,723
k121_339048_1,5.521,714
k121_1082478_2,1.479,699
k121_238593_1,0.431,696
k121_1294233_4,2.841,681
k121_942206_1,0.431,675
k121_370213_1,2.783,654
k121_1290865_1,1.081,642
k121_42076_1,0.000,639
k121_900900_5,1.439,633
k121_1288254_1,3.002,621
k121_611494_1,5.929,621
k121_479849_1,0.000,606
k121_1282450_2,0.000,597
k121_1092380_2,0.000,597
k121_401896_1,0.000,534
k121_1956670_1,2.099,525
k121_438003_1,0.000,474
k121_1788674_3,1.217,465
k121_796109_1,15.111,360
k121_906279_2,0.000,357
k121_1361241_2,0.762,324
