Name,Average.coverage,Reference.length
k121_1708036_69,7.186,3180
k121_15532_6,2.710,3180
k121_686909_81,5.721,3165
k121_1643710_7,1.859,3111
k121_64041_9,4.619,3054
k121_466249_1,18.313,2379
k121_357241_1,8.522,2232
k121_764851_3,2.367,2001
k121_1229424_2,0.174,1974
k121_580500_2,0.128,1920
k121_1049150_7,0.115,1920
k121_566136_4,0.613,1644
k121_1638165_15,0.056,1527
k121_1246460_4,0.649,1491
k121_302252_1,8.023,1326
k121_118679_6,0.104,1305
k121_1488741_1,0.382,1296
k121_731759_3,0.000,1239
k121_1365491_2,0.000,1218
k121_724130_3,0.000,1215
k121_1299587_5,0.194,1188
k121_1655639_2,3.520,1176
k121_965840_2,0.000,1176
k121_1643710_6,0.000,1170
k121_1423813_2,0.000,1167
k121_68825_2,0.000,1068
k121_1273179_10,0.121,1062
k121_1057301_2,0.893,1008
k121_1046017_2,0.000,1005
k121_1259309_2,0.306,981
k121_365816_2,0.000,966
k121_77453_2,0.000,942
k121_401236_1,0.000,930
k121_1589252_3,0.000,927
k121_997836_1,0.134,915
k121_671215_2,1.434,906
k121_500579_3,11.884,897
k121_1809809_1,0.000,891
k121_858589_5,0.000,888
k121_538461_3,2.984,885
k121_736202_1,1.957,885
k121_79954_69,3.117,882
k121_1519353_3,8.992,882
k121_58970_1,0.129,882
k121_1762969_1,4.203,876
k121_252136_5,0.000,876
k121_255520_3,0.000,870
k121_50166_2,0.000,870
k121_1686166_1,0.346,867
k121_660679_2,0.000,864
k121_1269806_2,6.758,852
k121_185419_2,2.075,852
k121_790124_1,0.000,849
k121_895379_1,1.237,849
k121_495553_2,0.914,849
k121_1494871_1,0.000,843
k121_1704035_1,0.668,831
k121_981513_1,4.953,834
k121_115983_6,0.000,828
k121_670656_5,0.000,825
k121_255479_3,1.971,825
k121_893075_2,0.000,825
k121_724130_4,0.723,822
k121_1330000_1,0.978,822
k121_1085118_2,0.000,819
k121_270992_7,0.551,816
k121_1292698_3,0.000,816
k121_178939_6,2.132,816
k121_1325277_1,0.000,804
k121_790052_6,0.000,804
k121_210290_1,0.135,798
k121_205890_1,0.000,783
k121_1602733_1,0.000,777
k121_667899_1,0.000,771
k121_816922_1,0.000,768
k121_50545_1,0.000,762
k121_797356_1,0.000,744
k121_780262_2,0.000,741
k121_109860_2,0.308,738
k121_1272857_1,12.883,732
k121_40257_1,1.360,723
k121_339048_1,7.683,714
k121_1082478_2,1.858,699
k121_238593_1,0.000,696
k121_1294233_4,1.653,681
k121_942206_1,0.413,675
k121_370213_1,0.576,654
k121_1290865_1,2.731,642
k121_42076_1,0.469,639
k121_900900_5,0.472,633
k121_1288254_1,9.283,621
k121_611494_1,0.444,621
k121_479849_1,0.545,606
k121_1282450_2,0.000,597
k121_1092380_2,0.000,597
k121_401896_1,0.000,534
k121_1956670_1,5.726,525
k121_438003_1,0.000,474
k121_1788674_3,0.000,465
k121_796109_1,9.622,360
k121_906279_2,0.000,357
k121_1361241_2,0.373,324
