Name,Average.coverage,Reference.length
k121_1708036_69,4.573,3180
k121_15532_6,3.989,3180
k121_686909_81,5.915,3165
k121_1643710_7,1.677,3111
k121_64041_9,4.187,3054
k121_466249_1,4.768,2379
k121_357241_1,4.960,2232
k121_764851_3,0.309,2001
k121_1229424_2,1.425,1974
k121_580500_2,2.494,1920
k121_1049150_7,1.611,1920
k121_566136_4,0.533,1644
k121_1638165_15,0.596,1527
k121_1246460_4,0.524,1491
k121_302252_1,3.366,1326
k121_118679_6,0.000,1305
k121_1488741_1,0.278,1296
k121_731759_3,0.165,1239
k121_1365491_2,1.657,1218
k121_724130_3,0.000,1215
k121_1299587_5,6.062,1188
k121_1655639_2,1.145,1176
k121_965840_2,0.090,1176
k121_1643710_6,0.000,1170
k121_1423813_2,2.029,1167
k121_68825_2,5.442,1068
k121_1273179_10,0.000,1062
k121_1057301_2,5.203,1008
k121_1046017_2,0.000,1005
k121_1259309_2,16.394,981
k121_365816_2,1.553,966
k121_77453_2,0.780,942
k121_401236_1,0.062,930
k121_1589252_3,0.000,927
k121_997836_1,4.262,915
k121_671215_2,8.903,906
k121_500579_3,22.599,897
k121_1809809_1,0.000,891
k121_858589_5,38.769,888
k121_538461_3,1.823,885
k121_736202_1,3.659,885
k121_79954_69,1.789,882
k121_1519353_3,2.626,882
k121_58970_1,2.348,882
k121_1762969_1,11.094,876
k121_252136_5,286.849,876
k121_255520_3,0.124,870
k121_50166_2,0.000,870
k121_1686166_1,0.692,867
k121_660679_2,0.772,864
k121_1269806_2,0.000,852
k121_185419_2,2.391,852
k121_790124_1,2.032,849
k121_895379_1,10.214,849
k121_495553_2,1.489,849
k121_1494871_1,1.935,843
k121_1704035_1,0.661,831
k121_981513_1,7.345,834
k121_115983_6,0.083,828
k121_670656_5,5.537,825
k121_255479_3,9.267,825
k121_893075_2,0.364,825
k121_724130_4,0.000,822
k121_1330000_1,3.799,822
k121_1085118_2,0.000,819
k121_270992_7,0.549,816
k121_1292698_3,1.471,816
k121_178939_6,1.799,816
k121_1325277_1,0.000,804
k121_790052_6,1.769,804
k121_210290_1,0.376,798
k121_205890_1,2.918,783
k121_1602733_1,0.000,777
k121_667899_1,0.121,771
k121_816922_1,8.486,768
k121_50545_1,0.394,762
k121_797356_1,0.000,744
k121_780262_2,7.293,741
k121_109860_2,0.733,738
k121_1272857_1,5.657,732
k121_40257_1,0.000,723
k121_339048_1,6.366,714
k121_1082478_2,2.419,699
k121_238593_1,1.293,696
k121_1294233_4,2.968,681
k121_942206_1,0.000,675
k121_370213_1,1.942,654
k121_1290865_1,2.184,642
k121_42076_1,0.000,639
k121_900900_5,2.175,633
k121_1288254_1,1.710,621
k121_611494_1,7.182,621
k121_479849_1,0.850,606
k121_1282450_2,0.990,597
k121_1092380_2,0.201,597
k121_401896_1,0.562,534
k121_1956670_1,1.850,525
k121_438003_1,0.000,474
k121_1788674_3,0.935,465
k121_796109_1,16.286,360
k121_906279_2,0.412,357
k121_1361241_2,0.000,324
