Name,Average.coverage,Reference.length
k121_1708036_69,12.198,3180
k121_15532_6,5.643,3180
k121_686909_81,8.693,3165
k121_1643710_7,4.466,3111
k121_64041_9,7.895,3054
k121_466249_1,12.474,2379
k121_357241_1,12.493,2232
k121_764851_3,0.581,2001
k121_1229424_2,3.176,1974
k121_580500_2,3.752,1920
k121_1049150_7,1.603,1920
k121_566136_4,0.642,1644
k121_1638165_15,1.176,1527
k121_1246460_4,6.126,1491
k121_302252_1,10.709,1326
k121_118679_6,0.319,1305
k121_1488741_1,0.244,1296
k121_731759_3,1.453,1239
k121_1365491_2,2.703,1218
k121_724130_3,34.684,1215
k121_1299587_5,11.187,1188
k121_1655639_2,0.879,1176
k121_965840_2,9.389,1176
k121_1643710_6,0.000,1170
k121_1423813_2,2.798,1167
k121_68825_2,7.410,1068
k121_1273179_10,1.065,1062
k121_1057301_2,3.463,1008
k121_1046017_2,0.299,1005
k121_1259309_2,18.110,981
k121_365816_2,0.524,966
k121_77453_2,0.490,942
k121_401236_1,2.529,930
k121_1589252_3,0.000,927
k121_997836_1,0.078,915
k121_671215_2,0.000,906
k121_500579_3,11.536,897
k121_1809809_1,0.237,891
k121_858589_5,2.437,888
k121_538461_3,4.344,885
k121_736202_1,15.311,885
k121_79954_69,3.427,882
k121_1519353_3,5.002,882
k121_58970_1,7.692,882
k121_1762969_1,8.806,876
k121_252136_5,4.965,876
k121_255520_3,0.085,870
k121_50166_2,0.000,870
k121_1686166_1,1.038,867
k121_660679_2,1.427,864
k121_1269806_2,0.000,852
k121_185419_2,27.138,852
k121_790124_1,5.992,849
k121_895379_1,21.254,849
k121_495553_2,2.828,849
k121_1494871_1,2.756,843
k121_1704035_1,2.671,831
k121_981513_1,18.072,834
k121_115983_6,2.709,828
k121_670656_5,0.000,825
k121_255479_3,4.491,825
k121_893075_2,0.000,825
k121_724130_4,19.510,822
k121_1330000_1,4.296,822
k121_1085118_2,0.000,819
k121_270992_7,3.732,816
k121_1292698_3,6.195,816
k121_178939_6,3.214,816
k121_1325277_1,0.000,804
k121_790052_6,0.000,804
k121_210290_1,2.256,798
k121_205890_1,0.135,783
k121_1602733_1,1.544,777
k121_667899_1,7.119,771
k121_816922_1,7.035,768
k121_50545_1,0.728,762
k121_797356_1,0.000,744
k121_780262_2,0.000,741
k121_109860_2,0.519,738
k121_1272857_1,17.430,732
k121_40257_1,0.000,723
k121_339048_1,15.018,714
k121_1082478_2,3.720,699
k121_238593_1,2.004,696
k121_1294233_4,2.791,681
k121_942206_1,1.003,675
k121_370213_1,1.000,654
k121_1290865_1,2.833,642
k121_42076_1,0.228,639
k121_900900_5,9.528,633
k121_1288254_1,4.014,621
k121_611494_1,1.374,621
k121_479849_1,5.492,606
k121_1282450_2,0.322,597
k121_1092380_2,17.950,597
k121_401896_1,0.607,534
k121_1956670_1,3.463,525
k121_438003_1,0.633,474
k121_1788674_3,0.518,465
k121_796109_1,14.153,360
k121_906279_2,0.000,357
k121_1361241_2,2.494,324
