Name,Average.coverage,Reference.length
k121_1708036_69,2.945,3180
k121_15532_6,5.216,3180
k121_686909_81,3.485,3165
k121_1643710_7,3.610,3111
k121_64041_9,2.065,3054
k121_466249_1,2.491,2379
k121_357241_1,3.064,2232
k121_764851_3,1.035,2001
k121_1229424_2,0.385,1974
k121_580500_2,1.011,1920
k121_1049150_7,1.894,1920
k121_566136_4,0.850,1644
k121_1638165_15,0.248,1527
k121_1246460_4,0.355,1491
k121_302252_1,3.744,1326
k121_118679_6,0.000,1305
k121_1488741_1,0.000,1296
k121_731759_3,0.000,1239
k121_1365491_2,0.739,1218
k121_724130_3,0.000,1215
k121_1299587_5,0.000,1188
k121_1655639_2,0.510,1176
k121_965840_2,0.000,1176
k121_1643710_6,0.000,1170
k121_1423813_2,3.056,1167
k121_68825_2,13.643,1068
k121_1273179_10,0.000,1062
k121_1057301_2,3.769,1008
k121_1046017_2,0.000,1005
k121_1259309_2,7.303,981
k121_365816_2,0.000,966
k121_77453_2,0.155,942
k121_401236_1,0.152,930
k121_1589252_3,0.000,927
k121_997836_1,0.758,915
k121_671215_2,8.290,906
k121_500579_3,22.612,897
k121_1809809_1,0.000,891
k121_858589_5,21.940,888
k121_538461_3,3.764,885
k121_736202_1,1.395,885
k121_79954_69,2.477,882
k121_1519353_3,1.777,882
k121_58970_1,1.551,882
k121_1762969_1,7.663,876
k121_252136_5,4572.003,876
k121_255520_3,0.000,870
k121_50166_2,0.241,870
k121_1686166_1,0.692,867
k121_660679_2,0.000,864
k121_1269806_2,0.333,852
k121_185419_2,1.332,852
k121_790124_1,0.302,849
k121_895379_1,11.936,849
k121_495553_2,2.888,849
k121_1494871_1,0.000,843
k121_1704035_1,0.465,831
k121_981513_1,4.459,834
k121_115983_6,0.308,828
k121_670656_5,1.806,825
k121_255479_3,7.136,825
k121_893075_2,0.000,825
k121_724130_4,0.124,822
k121_1330000_1,2.979,822
k121_1085118_2,0.000,819
k121_270992_7,0.000,816
k121_1292698_3,0.368,816
k121_178939_6,1.096,816
k121_1325277_1,0.000,804
k121_790052_6,0.746,804
k121_210290_1,0.188,798
k121_205890_1,0.383,783
k121_1602733_1,1.499,777
k121_667899_1,0.000,771
k121_816922_1,4.688,768
k121_50545_1,0.000,762
k121_797356_1,0.000,744
k121_780262_2,0.698,741
k121_109860_2,0.178,738
k121_1272857_1,6.441,732
k121_40257_1,0.000,723
k121_339048_1,5.944,714
k121_1082478_2,2.724,699
k121_238593_1,0.000,696
k121_1294233_4,7.492,681
k121_942206_1,0.080,675
k121_370213_1,0.315,654
k121_1290865_1,0.679,642
k121_42076_1,0.000,639
k121_900900_5,1.084,633
k121_1288254_1,2.828,621
k121_611494_1,5.578,621
k121_479849_1,0.386,606
k121_1282450_2,0.000,597
k121_1092380_2,0.000,597
k121_401896_1,0.000,534
k121_1956670_1,3.783,525
k121_438003_1,0.000,474
k121_1788674_3,0.323,465
k121_796109_1,13.058,360
k121_906279_2,0.000,357
k121_1361241_2,0.000,324
