Name,Average.coverage,Reference.length
k121_1708036_69,21.530,3180
k121_15532_6,3.387,3180
k121_686909_81,25.442,3165
k121_1643710_7,2.505,3111
k121_64041_9,5.925,3054
k121_466249_1,4.402,2379
k121_357241_1,4.566,2232
k121_764851_3,1.899,2001
k121_1229424_2,1.276,1974
k121_580500_2,3.353,1920
k121_1049150_7,1.780,1920
k121_566136_4,0.938,1644
k121_1638165_15,0.376,1527
k121_1246460_4,0.814,1491
k121_302252_1,5.262,1326
k121_118679_6,0.000,1305
k121_1488741_1,0.600,1296
k121_731759_3,0.242,1239
k121_1365491_2,2.703,1218
k121_724130_3,0.213,1215
k121_1299587_5,14.068,1188
k121_1655639_2,0.383,1176
k121_965840_2,0.699,1176
k121_1643710_6,0.000,1170
k121_1423813_2,2.550,1167
k121_68825_2,9.272,1068
k121_1273179_10,0.000,1062
k121_1057301_2,5.781,1008
k121_1046017_2,0.268,1005
k121_1259309_2,17.035,981
k121_365816_2,0.305,966
k121_77453_2,0.315,942
k121_401236_1,1.544,930
k121_1589252_3,0.000,927
k121_997836_1,1.311,915
k121_671215_2,9.312,906
k121_500579_3,31.272,897
k121_1809809_1,0.673,891
k121_858589_5,49.349,888
k121_538461_3,3.159,885
k121_736202_1,2.907,885
k121_79954_69,2.133,882
k121_1519353_3,3.599,882
k121_58970_1,9.489,882
k121_1762969_1,12.562,876
k121_252136_5,241.304,876
k121_255520_3,0.089,870
k121_50166_2,0.646,870
k121_1686166_1,0.346,867
k121_660679_2,1.394,864
k121_1269806_2,0.120,852
k121_185419_2,4.308,852
k121_790124_1,1.240,849
k121_895379_1,24.558,849
k121_495553_2,1.429,849
k121_1494871_1,2.622,843
k121_1704035_1,1.083,831
k121_981513_1,12.929,834
k121_115983_6,0.000,828
k121_670656_5,5.344,825
k121_255479_3,7.932,825
k121_893075_2,0.000,825
k121_724130_4,0.161,822
k121_1330000_1,11.384,822
k121_1085118_2,0.000,819
k121_270992_7,1.195,816
k121_1292698_3,4.227,816
k121_178939_6,2.165,816
k121_1325277_1,0.300,804
k121_790052_6,1.108,804
k121_210290_1,1.731,798
k121_205890_1,0.000,783
k121_1602733_1,3.341,777
k121_667899_1,1.137,771
k121_816922_1,11.996,768
k121_50545_1,0.950,762
k121_797356_1,0.000,744
k121_780262_2,4.572,741
k121_109860_2,0.687,738
k121_1272857_1,6.740,732
k121_40257_1,0.185,723
k121_339048_1,6.373,714
k121_1082478_2,1.309,699
k121_238593_1,0.384,696
k121_1294233_4,2.518,681
k121_942206_1,1.673,675
k121_370213_1,1.740,654
k121_1290865_1,1.874,642
k121_42076_1,0.000,639
k121_900900_5,1.240,633
k121_1288254_1,4.222,621
k121_611494_1,6.763,621
k121_479849_1,1.348,606
k121_1282450_2,0.152,597
k121_1092380_2,0.000,597
k121_401896_1,0.837,534
k121_1956670_1,2.594,525
k121_438003_1,0.000,474
k121_1788674_3,0.445,465
k121_796109_1,18.067,360
k121_906279_2,0.403,357
k121_1361241_2,1.191,324
