Name,Average.coverage,Reference.length
k121_1708036_69,21.979,3180
k121_15532_6,80.638,3180
k121_686909_81,22.323,3165
k121_1643710_7,25.286,3111
k121_64041_9,108.206,3054
k121_466249_1,20.248,2379
k121_357241_1,23.621,2232
k121_764851_3,2.004,2001
k121_1229424_2,0.114,1974
k121_580500_2,0.226,1920
k121_1049150_7,0.118,1920
k121_566136_4,1.749,1644
k121_1638165_15,39.721,1527
k121_1246460_4,3.760,1491
k121_302252_1,20.768,1326
k121_118679_6,1.094,1305
k121_1488741_1,0.409,1296
k121_731759_3,0.000,1239
k121_1365491_2,0.000,1218
k121_724130_3,0.180,1215
k121_1299587_5,629.547,1188
k121_1655639_2,0.120,1176
k121_965840_2,0.094,1176
k121_1643710_6,25.857,1170
k121_1423813_2,0.000,1167
k121_68825_2,3.807,1068
k121_1273179_10,0.945,1062
k121_1057301_2,3.452,1008
k121_1046017_2,2.607,1005
k121_1259309_2,73.557,981
k121_365816_2,0.000,966
k121_77453_2,4.956,942
k121_401236_1,5.963,930
k121_1589252_3,0.000,927
k121_997836_1,1.013,915
k121_671215_2,0.189,906
k121_500579_3,31.625,897
k121_1809809_1,0.000,891
k121_858589_5,0.413,888
k121_538461_3,7.914,885
k121_736202_1,105.318,885
k121_79954_69,4.437,882
k121_1519353_3,26.026,882
k121_58970_1,4.237,882
k121_1762969_1,14.465,876
k121_252136_5,11.071,876
k121_255520_3,1.060,870
k121_50166_2,0.646,870
k121_1686166_1,0.000,867
k121_660679_2,0.000,864
k121_1269806_2,0.941,852
k121_185419_2,17.725,852
k121_790124_1,4.530,849
k121_895379_1,83.710,849
k121_495553_2,4.819,849
k121_1494871_1,2.795,843
k121_1704035_1,8.416,831
k121_981513_1,7.765,834
k121_115983_6,1.048,828
k121_670656_5,0.000,825
k121_255479_3,5.964,825
k121_893075_2,22.091,825
k121_724130_4,0.324,822
k121_1330000_1,0.725,822
k121_1085118_2,0.000,819
k121_270992_7,0.357,816
k121_1292698_3,5.701,816
k121_178939_6,2.576,816
k121_1325277_1,0.000,804
k121_790052_6,0.000,804
k121_210290_1,154.211,798
k121_205890_1,3.673,783
k121_1602733_1,0.000,777
k121_667899_1,120.000,771
k121_816922_1,0.000,768
k121_50545_1,1.534,762
k121_797356_1,2.906,744
k121_780262_2,0.200,741
k121_109860_2,0.867,738
k121_1272857_1,28.180,732
k121_40257_1,15.195,723
k121_339048_1,22.014,714
k121_1082478_2,7.443,699
k121_238593_1,3.894,696
k121_1294233_4,4.201,681
k121_942206_1,0.387,675
k121_370213_1,2.161,654
k121_1290865_1,7.065,642
k121_42076_1,0.000,639
k121_900900_5,173.496,633
k121_1288254_1,4.039,621
k121_611494_1,5.981,621
k121_479849_1,2.700,606
k121_1282450_2,3.270,597
k121_1092380_2,0.776,597
k121_401896_1,1.513,534
k121_1956670_1,5.760,525
k121_438003_1,5.827,474
k121_1788674_3,0.000,465
k121_796109_1,22.914,360
k121_906279_2,0.000,357
k121_1361241_2,4.870,324
