Name,Average.coverage,Reference.length
k121_1708036_69,16.641,3180
k121_15532_6,5.073,3180
k121_686909_81,13.311,3165
k121_1643710_7,4.110,3111
k121_64041_9,19.731,3054
k121_466249_1,18.335,2379
k121_357241_1,17.532,2232
k121_764851_3,2.977,2001
k121_1229424_2,0.215,1974
k121_580500_2,0.166,1920
k121_1049150_7,0.487,1920
k121_566136_4,2.147,1644
k121_1638165_15,1.041,1527
k121_1246460_4,1.965,1491
k121_302252_1,18.956,1326
k121_118679_6,0.195,1305
k121_1488741_1,13.091,1296
k121_731759_3,0.000,1239
k121_1365491_2,0.000,1218
k121_724130_3,0.000,1215
k121_1299587_5,11.306,1188
k121_1655639_2,0.383,1176
k121_965840_2,0.729,1176
k121_1643710_6,0.176,1170
k121_1423813_2,0.514,1167
k121_68825_2,3.993,1068
k121_1273179_10,6.569,1062
k121_1057301_2,12.160,1008
k121_1046017_2,1.771,1005
k121_1259309_2,111.874,981
k121_365816_2,0.129,966
k121_77453_2,0.000,942
k121_401236_1,0.691,930
k121_1589252_3,0.000,927
k121_997836_1,0.209,915
k121_671215_2,0.301,906
k121_500579_3,304.623,897
k121_1809809_1,0.090,891
k121_858589_5,1.940,888
k121_538461_3,3.592,885
k121_736202_1,4.061,885
k121_79954_69,6.850,882
k121_1519353_3,6.276,882
k121_58970_1,4.152,882
k121_1762969_1,10.209,876
k121_252136_5,24.909,876
k121_255520_3,0.000,870
k121_50166_2,0.297,870
k121_1686166_1,0.000,867
k121_660679_2,0.347,864
k121_1269806_2,0.462,852
k121_185419_2,0.996,852
k121_790124_1,2.204,849
k121_895379_1,4.369,849
k121_495553_2,3.912,849
k121_1494871_1,0.000,843
k121_1704035_1,6.936,831
k121_981513_1,30.716,834
k121_115983_6,5.279,828
k121_670656_5,0.000,825
k121_255479_3,4.148,825
k121_893075_2,0.344,825
k121_724130_4,1.286,822
k121_1330000_1,4.071,822
k121_1085118_2,0.000,819
k121_270992_7,6.163,816
k121_1292698_3,3.210,816
k121_178939_6,2.625,816
k121_1325277_1,0.000,804
k121_790052_6,0.000,804
k121_210290_1,3.506,798
k121_205890_1,4.627,783
k121_1602733_1,0.324,777
k121_667899_1,7.112,771
k121_816922_1,0.391,768
k121_50545_1,4.033,762
k121_797356_1,0.000,744
k121_780262_2,0.000,741
k121_109860_2,4.112,738
k121_1272857_1,18.366,732
k121_40257_1,0.313,723
k121_339048_1,19.310,714
k121_1082478_2,5.519,699
k121_238593_1,0.773,696
k121_1294233_4,7.549,681
k121_942206_1,0.385,675
k121_370213_1,5.709,654
k121_1290865_1,4.338,642
k121_42076_1,0.232,639
k121_900900_5,5.844,633
k121_1288254_1,3.520,621
k121_611494_1,3.799,621
k121_479849_1,1.601,606
k121_1282450_2,0.000,597
k121_1092380_2,1.169,597
k121_401896_1,0.000,534
k121_1956670_1,1.518,525
k121_438003_1,1.599,474
k121_1788674_3,0.581,465
k121_796109_1,24.558,360
k121_906279_2,0.000,357
k121_1361241_2,1.238,324
