Name,Average.coverage,Reference.length
k121_1708036_69,5.848,3180
k121_15532_6,71.722,3180
k121_686909_81,9.446,3165
k121_1643710_7,3.024,3111
k121_64041_9,3.900,3054
k121_466249_1,4.524,2379
k121_357241_1,4.350,2232
k121_764851_3,0.282,2001
k121_1229424_2,0.513,1974
k121_580500_2,0.994,1920
k121_1049150_7,1.130,1920
k121_566136_4,0.924,1644
k121_1638165_15,11.632,1527
k121_1246460_4,0.820,1491
k121_302252_1,3.638,1326
k121_118679_6,172.829,1305
k121_1488741_1,0.640,1296
k121_731759_3,0.363,1239
k121_1365491_2,0.493,1218
k121_724130_3,4.723,1215
k121_1299587_5,67.827,1188
k121_1655639_2,0.000,1176
k121_965840_2,1.144,1176
k121_1643710_6,0.699,1170
k121_1423813_2,1.863,1167
k121_68825_2,1.162,1068
k121_1273179_10,0.133,1062
k121_1057301_2,1.114,1008
k121_1046017_2,6.878,1005
k121_1259309_2,10.600,981
k121_365816_2,0.000,966
k121_77453_2,19.832,942
k121_401236_1,0.322,930
k121_1589252_3,0.000,927
k121_997836_1,0.000,915
k121_671215_2,0.000,906
k121_500579_3,4.512,897
k121_1809809_1,1.684,891
k121_858589_5,3.663,888
k121_538461_3,2.001,885
k121_736202_1,4.186,885
k121_79954_69,3.895,882
k121_1519353_3,6.307,882
k121_58970_1,5.115,882
k121_1762969_1,4.309,876
k121_252136_5,0.995,876
k121_255520_3,1.002,870
k121_50166_2,0.253,870
k121_1686166_1,0.346,867
k121_660679_2,0.868,864
k121_1269806_2,0.000,852
k121_185419_2,3.263,852
k121_790124_1,4.929,849
k121_895379_1,22.271,849
k121_495553_2,2.514,849
k121_1494871_1,12.399,843
k121_1704035_1,0.913,831
k121_981513_1,26.608,834
k121_115983_6,0.586,828
k121_670656_5,0.000,825
k121_255479_3,1.286,825
k121_893075_2,8.131,825
k121_724130_4,2.949,822
k121_1330000_1,0.365,822
k121_1085118_2,0.000,819
k121_270992_7,1.208,816
k121_1292698_3,1.983,816
k121_178939_6,2.733,816
k121_1325277_1,0.000,804
k121_790052_6,0.311,804
k121_210290_1,44.926,798
k121_205890_1,0.000,783
k121_1602733_1,0.000,777
k121_667899_1,58.326,771
k121_816922_1,0.000,768
k121_50545_1,0.787,762
k121_797356_1,11.066,744
k121_780262_2,0.000,741
k121_109860_2,1.457,738
k121_1272857_1,7.791,732
k121_40257_1,0.000,723
k121_339048_1,5.612,714
k121_1082478_2,2.050,699
k121_238593_1,1.256,696
k121_1294233_4,5.206,681
k121_942206_1,0.206,675
k121_370213_1,1.130,654
k121_1290865_1,3.433,642
k121_42076_1,0.712,639
k121_900900_5,15.112,633
k121_1288254_1,1.852,621
k121_611494_1,1.353,621
k121_479849_1,2.023,606
k121_1282450_2,488.640,597
k121_1092380_2,4.337,597
k121_401896_1,0.410,534
k121_1956670_1,1.067,525
k121_438003_1,0.000,474
k121_1788674_3,2.783,465
k121_796109_1,5.542,360
k121_906279_2,0.000,357
k121_1361241_2,496.009,324
