Name,Average.coverage,Reference.length
k121_1708036_69,8.145,3180
k121_15532_6,20.324,3180
k121_686909_81,11.306,3165
k121_1643710_7,4.002,3111
k121_64041_9,6.792,3054
k121_466249_1,9.060,2379
k121_357241_1,9.982,2232
k121_764851_3,0.481,2001
k121_1229424_2,44.433,1974
k121_580500_2,39.667,1920
k121_1049150_7,27.666,1920
k121_566136_4,2.043,1644
k121_1638165_15,2.853,1527
k121_1246460_4,0.958,1491
k121_302252_1,6.687,1326
k121_118679_6,9.875,1305
k121_1488741_1,1.388,1296
k121_731759_3,8.441,1239
k121_1365491_2,3.937,1218
k121_724130_3,4.536,1215
k121_1299587_5,38.113,1188
k121_1655639_2,0.255,1176
k121_965840_2,1.915,1176
k121_1643710_6,0.438,1170
k121_1423813_2,9.187,1167
k121_68825_2,9.041,1068
k121_1273179_10,0.563,1062
k121_1057301_2,1.912,1008
k121_1046017_2,2.108,1005
k121_1259309_2,14.656,981
k121_365816_2,16.533,966
k121_77453_2,4.567,942
k121_401236_1,0.562,930
k121_1589252_3,0.000,927
k121_997836_1,0.164,915
k121_671215_2,0.329,906
k121_500579_3,16.657,897
k121_1809809_1,6.599,891
k121_858589_5,5.463,888
k121_538461_3,4.278,885
k121_736202_1,6.194,885
k121_79954_69,2.602,882
k121_1519353_3,3.811,882
k121_58970_1,9.724,882
k121_1762969_1,8.582,876
k121_252136_5,8.564,876
k121_255520_3,4.651,870
k121_50166_2,0.110,870
k121_1686166_1,7.979,867
k121_660679_2,2.054,864
k121_1269806_2,1.408,852
k121_185419_2,5.163,852
k121_790124_1,5.395,849
k121_895379_1,21.630,849
k121_495553_2,1.816,849
k121_1494871_1,19.378,843
k121_1704035_1,2.686,831
k121_981513_1,17.109,834
k121_115983_6,1.698,828
k121_670656_5,0.122,825
k121_255479_3,3.310,825
k121_893075_2,2.048,825
k121_724130_4,3.765,822
k121_1330000_1,25.754,822
k121_1085118_2,0.366,819
k121_270992_7,1.103,816
k121_1292698_3,6.775,816
k121_178939_6,10.961,816
k121_1325277_1,0.905,804
k121_790052_6,0.122,804
k121_210290_1,9.580,798
k121_205890_1,1.354,783
k121_1602733_1,0.965,777
k121_667899_1,4.284,771
k121_816922_1,21.932,768
k121_50545_1,1.470,762
k121_797356_1,7.999,744
k121_780262_2,0.000,741
k121_109860_2,0.160,738
k121_1272857_1,14.369,732
k121_40257_1,0.336,723
k121_339048_1,11.721,714
k121_1082478_2,3.984,699
k121_238593_1,1.940,696
k121_1294233_4,2.604,681
k121_942206_1,1.277,675
k121_370213_1,4.787,654
k121_1290865_1,2.941,642
k121_42076_1,1.263,639
k121_900900_5,9.765,633
k121_1288254_1,3.058,621
k121_611494_1,2.176,621
k121_479849_1,2.946,606
k121_1282450_2,9.082,597
k121_1092380_2,3.183,597
k121_401896_1,4.257,534
k121_1956670_1,3.691,525
k121_438003_1,0.000,474
k121_1788674_3,6.422,465
k121_796109_1,10.453,360
k121_906279_2,0.734,357
k121_1361241_2,11.710,324
