Name,Average.coverage,Reference.length
k121_1708036_69,3.544,3180
k121_15532_6,3.299,3180
k121_686909_81,3.222,3165
k121_1643710_7,2.849,3111
k121_64041_9,1.490,3054
k121_466249_1,2.719,2379
k121_357241_1,3.475,2232
k121_764851_3,0.043,2001
k121_1229424_2,0.549,1974
k121_580500_2,1.726,1920
k121_1049150_7,1.289,1920
k121_566136_4,0.173,1644
k121_1638165_15,0.082,1527
k121_1246460_4,0.638,1491
k121_302252_1,3.570,1326
k121_118679_6,0.000,1305
k121_1488741_1,0.188,1296
k121_731759_3,0.116,1239
k121_1365491_2,1.057,1218
k121_724130_3,0.000,1215
k121_1299587_5,0.668,1188
k121_1655639_2,0.056,1176
k121_965840_2,0.255,1176
k121_1643710_6,0.000,1170
k121_1423813_2,1.057,1167
k121_68825_2,5.457,1068
k121_1273179_10,0.135,1062
k121_1057301_2,3.338,1008
k121_1046017_2,0.249,1005
k121_1259309_2,5.639,981
k121_365816_2,0.000,966
k121_77453_2,0.000,942
k121_401236_1,1.216,930
k121_1589252_3,0.000,927
k121_997836_1,1.148,915
k121_671215_2,6.025,906
k121_500579_3,15.187,897
k121_1809809_1,0.000,891
k121_858589_5,17.381,888
k121_538461_3,4.625,885
k121_736202_1,2.024,885
k121_79954_69,3.155,882
k121_1519353_3,0.990,882
k121_58970_1,0.632,882
k121_1762969_1,7.500,876
k121_252136_5,3095.950,876
k121_255520_3,0.430,870
k121_50166_2,0.000,870
k121_1686166_1,0.519,867
k121_660679_2,0.984,864
k121_1269806_2,0.633,852
k121_185419_2,1.496,852
k121_790124_1,0.514,849
k121_895379_1,4.405,849
k121_495553_2,3.124,849
k121_1494871_1,0.170,843
k121_1704035_1,1.242,831
k121_981513_1,2.380,834
k121_115983_6,0.000,828
k121_670656_5,5.663,825
k121_255479_3,8.084,825
k121_893075_2,0.000,825
k121_724130_4,0.000,822
k121_1330000_1,3.277,822
k121_1085118_2,0.000,819
k121_270992_7,0.000,816
k121_1292698_3,1.569,816
k121_178939_6,1.652,816
k121_1325277_1,0.000,804
k121_790052_6,1.019,804
k121_210290_1,0.752,798
k121_205890_1,2.299,783
k121_1602733_1,1.931,777
k121_667899_1,0.122,771
k121_816922_1,8.551,768
k121_50545_1,0.738,762
k121_797356_1,0.000,744
k121_780262_2,0.607,741
k121_109860_2,0.484,738
k121_1272857_1,4.173,732
k121_40257_1,0.000,723
k121_339048_1,3.612,714
k121_1082478_2,1.664,699
k121_238593_1,0.102,696
k121_1294233_4,4.696,681
k121_942206_1,0.000,675
k121_370213_1,0.653,654
k121_1290865_1,0.989,642
k121_42076_1,0.000,639
k121_900900_5,0.543,633
k121_1288254_1,4.697,621
k121_611494_1,2.539,621
k121_479849_1,0.000,606
k121_1282450_2,0.000,597
k121_1092380_2,0.000,597
k121_401896_1,0.000,534
k121_1956670_1,1.537,525
k121_438003_1,0.000,474
k121_1788674_3,0.000,465
k121_796109_1,12.328,360
k121_906279_2,0.420,357
k121_1361241_2,0.660,324
