Name,Average.coverage,Reference.length
k121_1708036_69,3.325,3180
k121_15532_6,1.026,3180
k121_686909_81,2.528,3165
k121_1643710_7,0.835,3111
k121_64041_9,2.364,3054
k121_466249_1,4.138,2379
k121_357241_1,3.835,2232
k121_764851_3,0.720,2001
k121_1229424_2,0.401,1974
k121_580500_2,0.374,1920
k121_1049150_7,0.701,1920
k121_566136_4,0.285,1644
k121_1638165_15,0.000,1527
k121_1246460_4,0.333,1491
k121_302252_1,4.219,1326
k121_118679_6,0.000,1305
k121_1488741_1,0.699,1296
k121_731759_3,0.121,1239
k121_1365491_2,0.000,1218
k121_724130_3,0.494,1215
k121_1299587_5,0.371,1188
k121_1655639_2,1.251,1176
k121_965840_2,0.000,1176
k121_1643710_6,0.000,1170
k121_1423813_2,1.324,1167
k121_68825_2,1.438,1068
k121_1273179_10,0.000,1062
k121_1057301_2,0.298,1008
k121_1046017_2,0.000,1005
k121_1259309_2,3.488,981
k121_365816_2,0.000,966
k121_77453_2,0.000,942
k121_401236_1,0.320,930
k121_1589252_3,0.000,927
k121_997836_1,2.591,915
k121_671215_2,4.958,906
k121_500579_3,4.961,897
k121_1809809_1,0.253,891
k121_858589_5,13.697,888
k121_538461_3,1.847,885
k121_736202_1,0.550,885
k121_79954_69,2.235,882
k121_1519353_3,1.261,882
k121_58970_1,2.670,882
k121_1762969_1,8.965,876
k121_252136_5,194.734,876
k121_255520_3,0.000,870
k121_50166_2,0.000,870
k121_1686166_1,0.346,867
k121_660679_2,0.404,864
k121_1269806_2,0.144,852
k121_185419_2,0.567,852
k121_790124_1,0.090,849
k121_895379_1,3.466,849
k121_495553_2,1.072,849
k121_1494871_1,0.000,843
k121_1704035_1,0.125,831
k121_981513_1,2.777,834
k121_115983_6,0.592,828
k121_670656_5,9.322,825
k121_255479_3,1.579,825
k121_893075_2,0.364,825
k121_724130_4,0.338,822
k121_1330000_1,2.861,822
k121_1085118_2,0.000,819
k121_270992_7,0.311,816
k121_1292698_3,0.000,816
k121_178939_6,0.925,816
k121_1325277_1,0.000,804
k121_790052_6,0.000,804
k121_210290_1,0.000,798
k121_205890_1,0.000,783
k121_1602733_1,1.158,777
k121_667899_1,0.161,771
k121_816922_1,1.367,768
k121_50545_1,0.000,762
k121_797356_1,0.000,744
k121_780262_2,1.896,741
k121_109860_2,1.020,738
k121_1272857_1,5.406,732
k121_40257_1,0.000,723
k121_339048_1,4.779,714
k121_1082478_2,0.763,699
k121_238593_1,0.216,696
k121_1294233_4,1.928,681
k121_942206_1,0.000,675
k121_370213_1,1.703,654
k121_1290865_1,1.852,642
k121_42076_1,0.000,639
k121_900900_5,0.398,633
k121_1288254_1,3.842,621
k121_611494_1,1.444,621
k121_479849_1,0.566,606
k121_1282450_2,0.000,597
k121_1092380_2,0.415,597
k121_401896_1,0.000,534
k121_1956670_1,1.143,525
k121_438003_1,0.000,474
k121_1788674_3,0.320,465
k121_796109_1,2.908,360
k121_906279_2,0.672,357
k121_1361241_2,0.738,324
