Name,Average.coverage,Reference.length
k121_1708036_69,9.477,3180
k121_15532_6,4.887,3180
k121_686909_81,11.881,3165
k121_1643710_7,3.195,3111
k121_64041_9,5.669,3054
k121_466249_1,9.866,2379
k121_357241_1,11.099,2232
k121_764851_3,0.761,2001
k121_1229424_2,1.988,1974
k121_580500_2,1.224,1920
k121_1049150_7,1.373,1920
k121_566136_4,2.460,1644
k121_1638165_15,0.553,1527
k121_1246460_4,5.244,1491
k121_302252_1,11.408,1326
k121_118679_6,0.092,1305
k121_1488741_1,0.569,1296
k121_731759_3,0.241,1239
k121_1365491_2,0.206,1218
k121_724130_3,0.000,1215
k121_1299587_5,4.265,1188
k121_1655639_2,0.000,1176
k121_965840_2,0.923,1176
k121_1643710_6,0.187,1170
k121_1423813_2,0.000,1167
k121_68825_2,2.293,1068
k121_1273179_10,1.988,1062
k121_1057301_2,0.242,1008
k121_1046017_2,0.136,1005
k121_1259309_2,7.946,981
k121_365816_2,0.000,966
k121_77453_2,0.317,942
k121_401236_1,1.345,930
k121_1589252_3,0.000,927
k121_997836_1,0.000,915
k121_671215_2,0.000,906
k121_500579_3,1.999,897
k121_1809809_1,0.000,891
k121_858589_5,0.597,888
k121_538461_3,8.218,885
k121_736202_1,3.293,885
k121_79954_69,5.777,882
k121_1519353_3,6.678,882
k121_58970_1,2.859,882
k121_1762969_1,10.846,876
k121_252136_5,12.309,876
k121_255520_3,0.374,870
k121_50166_2,0.136,870
k121_1686166_1,0.000,867
k121_660679_2,0.000,864
k121_1269806_2,0.000,852
k121_185419_2,34.859,852
k121_790124_1,0.749,849
k121_895379_1,7.081,849
k121_495553_2,2.173,849
k121_1494871_1,0.712,843
k121_1704035_1,2.206,831
k121_981513_1,1.107,834
k121_115983_6,0.715,828
k121_670656_5,0.364,825
k121_255479_3,4.113,825
k121_893075_2,0.000,825
k121_724130_4,0.259,822
k121_1330000_1,0.000,822
k121_1085118_2,0.000,819
k121_270992_7,2.853,816
k121_1292698_3,0.000,816
k121_178939_6,4.097,816
k121_1325277_1,0.000,804
k121_790052_6,0.000,804
k121_210290_1,0.688,798
k121_205890_1,0.000,783
k121_1602733_1,0.000,777
k121_667899_1,2.438,771
k121_816922_1,1.656,768
k121_50545_1,0.000,762
k121_797356_1,0.000,744
k121_780262_2,0.000,741
k121_109860_2,0.478,738
k121_1272857_1,15.769,732
k121_40257_1,0.000,723
k121_339048_1,12.563,714
k121_1082478_2,5.854,699
k121_238593_1,0.374,696
k121_1294233_4,2.325,681
k121_942206_1,0.459,675
k121_370213_1,0.673,654
k121_1290865_1,3.374,642
k121_42076_1,1.828,639
k121_900900_5,0.346,633
k121_1288254_1,4.414,621
k121_611494_1,4.602,621
k121_479849_1,2.059,606
k121_1282450_2,0.000,597
k121_1092380_2,19.789,597
k121_401896_1,0.120,534
k121_1956670_1,2.093,525
k121_438003_1,0.000,474
k121_1788674_3,0.000,465
k121_796109_1,1.167,360
k121_906279_2,0.000,357
k121_1361241_2,1.454,324
