Name,Average.coverage,Reference.length
k121_1708036_69,5.493,3180
k121_15532_6,2.069,3180
k121_686909_81,4.686,3165
k121_1643710_7,1.629,3111
k121_64041_9,3.885,3054
k121_466249_1,4.951,2379
k121_357241_1,4.595,2232
k121_764851_3,0.746,2001
k121_1229424_2,0.394,1974
k121_580500_2,1.222,1920
k121_1049150_7,0.865,1920
k121_566136_4,0.354,1644
k121_1638165_15,0.504,1527
k121_1246460_4,0.355,1491
k121_302252_1,3.753,1326
k121_118679_6,0.805,1305
k121_1488741_1,0.168,1296
k121_731759_3,1.255,1239
k121_1365491_2,0.000,1218
k121_724130_3,0.000,1215
k121_1299587_5,5.036,1188
k121_1655639_2,0.509,1176
k121_965840_2,0.114,1176
k121_1643710_6,0.079,1170
k121_1423813_2,2.657,1167
k121_68825_2,5.974,1068
k121_1273179_10,0.095,1062
k121_1057301_2,4.292,1008
k121_1046017_2,0.584,1005
k121_1259309_2,11.982,981
k121_365816_2,0.000,966
k121_77453_2,0.220,942
k121_401236_1,0.780,930
k121_1589252_3,0.000,927
k121_997836_1,2.305,915
k121_671215_2,9.181,906
k121_500579_3,17.207,897
k121_1809809_1,0.000,891
k121_858589_5,31.425,888
k121_538461_3,3.043,885
k121_736202_1,3.349,885
k121_79954_69,3.069,882
k121_1519353_3,2.511,882
k121_58970_1,3.372,882
k121_1762969_1,11.001,876
k121_252136_5,203.006,876
k121_255520_3,0.228,870
k121_50166_2,0.067,870
k121_1686166_1,0.000,867
k121_660679_2,0.000,864
k121_1269806_2,0.000,852
k121_185419_2,2.056,852
k121_790124_1,0.800,849
k121_895379_1,12.170,849
k121_495553_2,1.333,849
k121_1494871_1,0.356,843
k121_1704035_1,1.431,831
k121_981513_1,5.698,834
k121_115983_6,0.362,828
k121_670656_5,8.147,825
k121_255479_3,4.509,825
k121_893075_2,0.000,825
k121_724130_4,0.327,822
k121_1330000_1,4.741,822
k121_1085118_2,0.000,819
k121_270992_7,0.202,816
k121_1292698_3,1.654,816
k121_178939_6,2.071,816
k121_1325277_1,0.000,804
k121_790052_6,0.183,804
k121_210290_1,0.376,798
k121_205890_1,0.766,783
k121_1602733_1,0.650,777
k121_667899_1,1.939,771
k121_816922_1,5.832,768
k121_50545_1,0.394,762
k121_797356_1,0.000,744
k121_780262_2,6.444,741
k121_109860_2,0.190,738
k121_1272857_1,5.693,732
k121_40257_1,0.000,723
k121_339048_1,6.728,714
k121_1082478_2,1.918,699
k121_238593_1,1.293,696
k121_1294233_4,1.944,681
k121_942206_1,0.385,675
k121_370213_1,0.812,654
k121_1290865_1,1.221,642
k121_42076_1,0.000,639
k121_900900_5,0.171,633
k121_1288254_1,2.813,621
k121_611494_1,6.638,621
k121_479849_1,1.158,606
k121_1282450_2,0.000,597
k121_1092380_2,0.104,597
k121_401896_1,0.223,534
k121_1956670_1,1.611,525
k121_438003_1,0.000,474
k121_1788674_3,0.804,465
k121_796109_1,9.453,360
k121_906279_2,0.417,357
k121_1361241_2,0.423,324
